.,Creator Data,Kelas,Title,Alternative Title,URL Photo,Year,Country,Synopsis,Availability,Genres (Up to 5),Actor (Up to 9),Link Trailer,Award,Trailer(link YT)
160,Naffa,3A,Exhuma,Pamyo,https://www.imdb.com/title/tt27802490/mediaviewer/rm4170924801/?ref_=ext_shr_lnk,2024,South Korea,"When a renowned shaman and her protégé are hired by a wealthy, enigmatic family, they begin investigating the cause of a disturbing supernatural illness that affects only the first-born children of each generation. With the help of a knowledgeable mortician and the country's most revered geomancer , they soon trace the affliction's origin to a long-hidden family grave located on sacred ground",,"Horror, Mystery, Thriller","Lee Do-hyun, Kim Go-eun, Choi Min-sik, Yoo Hae-jin, Derek Chouinard",https://youtu.be/xQ2mH3Jp15E?si=gO7r1noaWlxtATCo,,
161,Welsya,3A,Parasite,Gisaengchung,https://www.imdb.com/title/tt6751668/mediaviewer/rm3194916865/?ref_=tt_ov_i,2019,South Korea,Greed and class discrimination threaten the newly-formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,,"Drama, Thriller","Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong, Choi Woo-sik, Park So-dam, Lee Jeong-eun, Jang Hye-jin",https://youtu.be/5xH0HfJHsaY ,2020 Winner Oscar Best Motion Picture of the Year,
162,Welsya,3A,Turning Red,,https://www.imdb.com/title/tt8097030/mediaviewer/rm1685446657/?ref_=tt_ov_i,2022,United States,"A thirteen-year-old girl named Mei Lee is torn between staying her mother's dutiful daughter and the changes of adolescence. And as if the challenges were not enough, whenever she gets overly excited she transforms into a giant red panda.",Disney+,"Adventure, Animation, Comedy, Drama, Fantasy","Rosalie Chiang, Sandra Oh, Ava Morse, Hyein Park",https://youtu.be/XdKzUbAiswE ,2023 Nominee Oscar Best Animated Feature Film,
163,Welsya,3A,The Conjuring,,https://www.imdb.com/title/tt1457767/mediaviewer/rm1035247872/?ref_=tt_ov_i ,2013,United States,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,Netflix,"Horror, Mystery, Thriller","Patrick Wilson, Vera Farmiga, Ron Livingston",https://youtu.be/k10ETZ41q5o ,2014 Winner Saturn Award Best Horror Film,
164,Welsya,3A,The Conjuring 2,,https://www.imdb.com/title/tt3065204/mediaviewer/rm2478051584/?ref_=tt_ov_i,2016,United States,Ed and Lorraine Warren travel to North London to help a single mother raising four children alone in a house plagued by a supernatural spirit.,Netflix,"Horror, Mystery, Thriller","Patrick Wilson, Vera Farmiga, Madison Wolfe",https://youtu.be/VFsmuRPClr4,2017 Nominee Saturn Award Best Horror Film,
165,Welsya,3A,Tangled,,https://www.imdb.com/title/tt0398286/mediaviewer/rm798852608/?ref_=tt_ov_i,2010,United States,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",,"Adventure, Animation, ","Mandy Moore, Zachari Levi, Donna Murphy",https://youtu.be/2f516ZLyC6U,2011 Nominee Oscar Best Achievement in Music Written for Motion Picture,
166,Rendi,3A,Seven Samurai,-,https://www.imdb.com/title/tt0047478/mediaviewer/rm1230920705/?ref_=tt_ov_i,,,,,,,,,
167,Rendi,3A,Star Wars : The Rise Of Skywalker,-,  ,,,,,,,,,
168,Rendi,3A,Star Wars : The Phantom Menace,-,https://www.imdb.com/title/tt0120915/mediaviewer/rm2234464000/?ref_=tt_ov_i,1999,,,,,,,,
169,Rendi,3A,Star Wars : Revenge Of The Sith,-,,,,,,,,,,
170,Rendi,3A,Star Wars : Return Of The Jedi,-,,,,,,,,,,
171,Fathur,3B,"Detective Conan Movie: The Sniper from Another Dimension

",Meitantei Conan: Ijigen no Sniper,https://xl.movieposterdb.com/14_04/2014/3455204/xl_3455204_18202e5c.jpg,2014,Japan,"After participating in the opening ceremony, Conan, Professor Agasa, Ran, Haibara, and the Detective Boys are enjoying the view from the observation deck of the 635-metre tall Bell Tree Tower. Suddenly, a bullet breaks through a window, strikes a man's chest and breaks a TV screen, causing everyone to panic. Conan stays calm and, using the zoom function on his tracking glasses to follow the path of the bullet to its source, spots the sniper. He and Masumi Sera, who had been present at the Tower as part of an assignment to shadow the victim, pursue the fleeing culprit on Masumi's motorcycle, but the chase takes a violent turn when the suspect uses a handgun and even hand grenades to take out his pursuers. Even the FBI get involved in the chase, but the culprit and the mysteries of the sniping end up vanishing into the ocean.","Netflix, Bstation","Action, Adventure, Crime, Mystery, Animation","Minami Takayama, Kappei Yamaguchi,Wakana Yamazaki,Rikiya Koyama,Megumi Hayashibara,Ken'ichi Ogata,Chafûrin,Wataru Takagi",Detective Conan movie 18 sniper from another dimension full trailer HD - YouTube,-,Detective Conan movie 18 sniper from another dimension full trailer HD - YouTube
172,Fathur,3B,Detective Conan: The Darkest Nightmare,"Meitantei Conan: Junkoku no Nightmare
",https://xl.movieposterdb.com/19_12/2016/4954660/xl_4954660_625971f4.jpg?v=2020-01-02%2013:32:54,2016,Japan,"A spy infiltrated the Japanese National Police Agency, retrieving secret files of Britain's MI6, Germany's BND and America's CIA and FBI. Rei Furuya and a group of Tokyo Police PSB intercepted the spy during the getaway, and just before the major car accident, FBI Agent Shuichi Akai sniped and crashed the spy's vehicle. The next day, at the aquarium in Tokyo with the Ferris wheel, Conan and the Detective Boys found a woman with heterochromia iris who suffered memory loss and had a broken cell phone. Having decided to stay and help the woman regain her memory, Conan and the Detective Boys are under the watchful eye of Vermouth.
","Netflix, Bstation","Action, Adventure, Crime, Mystery, Animation","Minami Takayama, Kappei Yamaguchi,Wakana Yamazaki,Rikiya Koyama,Megumi Hayashibara,Ken'ichi Ogata,Chafûrin,Wataru Takagi,

,",DETECTIVE CONAN: THE DARKEST NIGHTMARE - Official Trailer (In cinemas 7 July) - YouTube,-,DETECTIVE CONAN: THE DARKEST NIGHTMARE - Official Trailer (In cinemas 7 July) - YouTube
173,Fathur,3B,Detective Conan: Zero The Enforcer,Meitantei Conan: Zero no Shikkounin,https://xl.movieposterdb.com/20_01/2018/7880466/xl_7880466_fb8b1bfb.jpg?v=2020-01-02%2015:53:38,2018,Japan,"Detective Conan investigates an explosion that occurs on the opening day of a large Tokyo resort and convention center.

","Netflix, Bstation","Action, Adventure, Crime, Mystery, Animation","Minami Takayama, Kappei Yamaguchi,Wakana Yamazaki,Rikiya Koyama,Megumi Hayashibara,Ken'ichi Ogata,Chafûrin,Wataru Takagi,

,",DETECTIVE CONAN: ZERO THE ENFORCER Official Indonesia Trailer - YouTube,-,DETECTIVE CONAN: ZERO THE ENFORCER Official Indonesia Trailer - YouTube
174,Fathur,3B,"Detective Conan :The Lost Ship in the Sky

",Meitantei Conan: Tenkuu no rosuto shippu,https://xl.movieposterdb.com/10_08/2010/1636815/xl_1636815_c926bd5b.jpg ,2010,Japan,"Kid has his eyes set on the ""Lady of the Sky"" jewel aboard Bell 3, the largest airship in the world. However, a mysterious terrorist group called Red Shamu-neko has hijacked the airship, along with Conan and his allies Kogoro and Ran.
","Netflix, Bstation","Action, Adventure, Crime, Mystery, Animation","Minami Takayama, Kappei Yamaguchi,Wakana Yamazaki,Rikiya Koyama,Megumi Hayashibara,Ken'ichi Ogata,Chafûrin,Wataru Takagi,

,",Detective Conan Movie 14 _ Lost Ship In The Sky OFFICIAL TRAILER - YouTube,-,Detective Conan Movie 14 _ Lost Ship In The Sky OFFICIAL TRAILER - YouTube
175,Fathur,3B,Detective Conan: The Sunflower Of Inferno,"Meitantei Conan: Gouka no Himawari
",https://xl.movieposterdb.com/15_08/2015/3737650/xl_3737650_927f2a54.jpg,2015,Japan,"Conan and his friends must prevent Kid from stealing a famous painting.

","Netflix, Bstation","Action, Adventure, Crime, Mystery, Animation","Minami Takayama, Kappei Yamaguchi,Wakana Yamazaki,Rikiya Koyama,Megumi Hayashibara,Ken'ichi Ogata,Chafûrin,Wataru Takagi,

,",Detective Conan: Sunflowers of Inferno Official Trailer - YouTube,- ,Detective Conan: Sunflowers of Inferno Official Trailer - YouTube
176,Alisha,3B,Locke and Key,-,https://m.media-amazon.com/images/M/MV5BOTdkMDY3NDctZTgyZi00Yzc3LTk1ZWEtNWUxNTVlN2YzNDU3XkEyXkFqcGdeQXVyNDk3ODk4OQ@@._V1_.jpg,2020,United States,"After their father is murdered under mysterious circumstances, the three Locke siblings and their mother move into their ancestral home, Keyhouse, which they discover is full of magical keys that may be connected to their father's death.",Netflix,"Drama, Fantasy, Horror, Mystery, Thriller","Darby Stanchfield, Connor Jessup, Emilia Jones, Jackson Robert Scott, Petrice Jones, Hallea Jones, Aaron Ashmore, Griffin Gluck, Sherri Saum",https://youtu.be/_EonRi0yQOE?si=IIhKwJs7h3N2AyrM,"2020 Winner Ruderman Family Foundation Seal of Authentic Representation, 2022 Winner The Joey Awards Vancouver",
177,Alisha,3B,Gadis Kretek,Cigarette Girl,https://m.media-amazon.com/images/M/MV5BYzcxYzIzODItMTljNy00OGYwLWJmMWUtNzIyZDdiOTI1MWNlXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_.jpg,2023,Indonesia,"Amid the evocative blend of flavorful spices to create the perfect kretek cigarette, two souls embark on an epic romance set in 1960s Indonesia.",Netflix,"Drama, History, Romance","Dian Sastrowardoyo, Ario Bayu, Arya Saloka, Putri Marino, Ibnu Jamil, Sheila Dara Aisha, Tissa Biani Azzahra",https://youtu.be/PJybk11EIm8?si=-5o7RqiijqWx9kiS,2024 Nominee Seoul International Drama Awards,
178,Alisha,3B,Nightmares and Daydreams,-,https://m.media-amazon.com/images/M/MV5BMTc4N2M4OTEtMGExMS00MDJkLWJkYjUtOTI5MmQ4NjhjYjJiXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_.jpg,2024,Indonesia,Ordinary people encountering strange phenomenons that may be keys to the answer about the origin of our world and the imminent threat we will soon face.,Netflix,"Drama, Horror, Mystery, Sci-Fi, Thriller","Sita Nursanti, Haydar Salishz, Lukman Sardi, Ario Bayu, Marissa Anita",https://youtu.be/YF6s3lIc17Q?si=vOut8-buvxyfIW0m,-,
179,Alisha,3B,Bohemian Rhapsody,-,https://m.media-amazon.com/images/M/MV5BMTA2NDc3Njg5NDVeQTJeQWpwZ15BbWU4MDc1NDcxNTUz._V1_FMjpg_UX1000_.jpg,2018,United States,"The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985)",Netflix,"Biography, Drama, Music","Rami Malek, Lucy Boynton, Gwilym Lee, Ben Hardy, Joseph Mazzello, Aidan Gillen",https://youtu.be/mP0VHJYFOAU?si=tEUYVdP5TE_NHU7a,"2019 Winner Academy Awards USA, 2019 Winner American Cinema Editors USA, 2019 Cinema Audio Society USA, 2019 Golden Globes USA, 2019 Motion Picture Sound Editors USA",
180,Alisha,3B,Young Sheldon,-,https://m.media-amazon.com/images/M/MV5BZTlmYjk0ZTItODNhMC00YmIyLWExZWEtYjk0YWQzMGNhOTZmXkEyXkFqcGdeQXVyMTY0Njc2MTUx._V1_FMjpg_UX1000_.jpg,2017,United States,"Meet a child genius named Sheldon Cooper (already seen as an adult in The Big Bang Theory (2007)) and his family. Some unique challenges face Sheldon, who is socially impaired.","Netflix, Prime Video",Comedy,"Iain Armitage, Zoe Perry, Lance Barber, Montana Jordan, Raegan Revord, Annie Potts",https://youtu.be/FStMMcj-RiA?si=gJ_zZkkNb1jB-4uJ,"2023 Winner Family Film Awards, 2024 Kids Choice Awards USA",
181,Farhan,3A,Spy Kids,-,"https://m.media-amazon.com/images/M/MV5BY2JhODU1NmQtNjllYS00ZmQwLWEwZjYtMTE5NjA1M2YyMzdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",2001,United States,"The film opens with Carmen and Juni Cortez (Alexa Vega and Daryl Sabara) being tucked into bed by their mother, Ingrid (Carla Gugino). While Juni applies wart killer to his fingers, Carmen requests to hear the bedtime story, ""The Two Spies Who Fell in Love"".",Netflix,"Action, Adventure, Comedy, Family, Sci-Fi","Antonio Banderas, Carla Gugino, Alexa PenaVega, Daryl Sabara, Alan Cumming, Tony Shalhoub, Teri Hatcher, Cheech Marin, Robert Patrick, Danny Trejo, Mike Judge, Richard Linklater ",https://imdb-video.media-imdb.com/vi1271963161/1434659607842-pgv4ql-1564190239417.mp4?Expires=1724764610&Signature=T~NBUIGN8~yGXY9gFqDsthyTR2YogD8X5UjtghSo-34nex~N6y9rdFdG6B-xMXoLn2LM~jGir5iDIU0m8i6r~~uGhbs7rQYidX6sfVuVDM1x2Konwcy6dh1IX27SDKjnZ3gyQFbf0AN~6EanrJi~z89Gi62iYOtRrw94zRXbWxizMt1oGyGLEFTR1NlTmppAdkByVicM0Em9b8qq2o6Uo6DNQM8lL~y8aUZE9QHCd1Sdhl1ynTIZHGTvto81ijNR5jk3B34XlhLrueUYANfiLXi-MmrF0Dpqd0FIReLj2qIFs-VD4M1CEmd4X3nxuzbPZAtMbLwzlWYc1YbXyQoepw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,,https://youtu.be/GE5aHKJp6HI?si=rwvzLkvs829Sn2qE
182,Farhan,3A,Spy Kids 2: The Island of Lost Dreams,-,"https://m.media-amazon.com/images/I/51UtV22RQPL._AC_UF1000,1000_QL80_.jpg",2002,United States,"The Cortez siblings set out for a mysterious island, where they encounter a genetic scientist and a set of rival spy kids.",Vidio,"Action, Adventure, Comedy, Family, Sci-Fi","Antonio Banderas, Carla Gugino, Alexa PenaVega, Daryl Sabara, Steve Buscemi, Mike Judge, Danny Trejo, Cheech Marin, Matt O'Leary",https://imdb-video.media-imdb.com/vi3814195481/1434659607842-pgv4ql-1564601849029.mp4?Expires=1724764851&Signature=S5mek651I0LoCcjMk7s99bDPSLAmQ80zZv~SF8n60cADsLDVhK14usFWckyzOl55snTBaG2UP03FK2XVGq5AnRcF2XqL73Wzvi6eWPKvy57cWH7MYS4MgDAZEoStHzS-ZdLFRyYe8chD0QBUppycCTdjDdh8yg5F3wREHm2yxE4h3XNoMOxyC4uepFnWLHaCRnXv6W0qviqKh~PIs15WSJZD0fcwd6gAsGWw0Uzk9AE6c3bmSzCidz3BoHqQR9MNnlF7ClwHOm2hd1ZZWLuMDrDOy9BZd95-RHLaDRWhew88TmJadrZ7SQK0HXFUiynj7FNsApFVYKApWmTsQkMplw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,,https://youtu.be/8tTJ7kMgANg?si=w5iOj2O2Y07Jm0LG
183,Farhan,3A,Spy Kids 3-D: Game Over,-,"https://m.media-amazon.com/images/I/51J30GKHNGL._AC_UF894,1000_QL80_.jpg",2003,United States,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",Vidio,"Action, Adventure, Comedy, Family, Sci-Fi","Antonio Banderas, Carla Gugino, Alexa PenaVega, Daryl Sabara, Ricardo Montalban, Holland Taylor, Sylvester Stallone, Mike Judge, Salma Hayek",https://imdb-video.media-imdb.com/vi2563884825/1434659607842-pgv4ql-1695324011117.mp4?Expires=1724764760&Signature=pxdmzZA3xov1996m11Ze~aU7F30Y9uu3Ex4bQFk74K2jiziXn49kJiDjF2izhTi38fCiCcI5xkFWBsfNcbfVnixizZSo6JFhWQfk~72NgB5UjMW45deN0xg4VQYWN0cQ5BnNOv8Hdw-Xpb-pqjbRy5HLV9iXYvIeiLpWDPuXewSEZAqnxZsUo1wJdXXDpDqvV41OzqqTRyir79OW4glKMOskuuZqf0nvuQZpvDC61L5KrpN0Jy8L6OR-D05YzyrkuN6QoQMBJ0sBmQnwIlWYmam9B60TNVpu8aslKTcXP8ea1I0a4~OT-WaanN~mWl1SZmsY78AC~Ii9dmHinHZCXA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,,https://youtu.be/GeFgj3CsfpI?si=8qIqAfIdRUVQ4yoR
184,Farhan,3A,Spy Kids: All the Time in the World,-,"https://m.media-amazon.com/images/I/810QZaXJdML._AC_UF894,1000_QL80_.jpg",2011,United States,"A retired spy is called back into action, and to bond with her new step-children, she invites them along for the adventure to stop the evil Timekeeper from taking over the world.",Prime Video,"Action, Adventure, Comedy, Family, Sci-Fi","Jessica Alba, Joel McHale, Rowan Blanchard, Mason Cook, Jeremy Piven, Alexa PenaVega, Daryl Sabara, Danny Trejo, Belle Solorzano",https://imdb-video.media-imdb.com/vi1775410201/1434659607842-pgv4ql-1616198096401.mp4?Expires=1724765703&Signature=VFzSzR8qLKOCszNejKUdS3Llg5PKidOLjd3sjXYc~bixAPCcuYzGkuX-yYvB3LTBguxxVlini1a5IFic59VHFUk8KS~i0b4FSrH6gzEK8WXBBUypO0kTOJ2vSDlCKCVDiBczk~QFRtdGAqlGdHCE9e3KQ674~Pq5CJjjSTi~1qTyvezfiSiG-Woj2M-U5ahBusTNVVPYfv9lN69A~9eSrxvFqoz0g4kwGQE6-dCoz3d2FoHot~gajEEf~m2iYiX00HMAmsHxPBimFvgn2~FliMH3GCM32DWI9uSX4BHnUiHlDnIy8yTEArSDxtu7La2xI0wyxAZoVFtZ850ftFWimA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,,https://youtu.be/yUdkW8Nvpx8?si=-ong0RPOvUgjAAC7
185,Farhan,3A,Spy Kids: Armageddon,-,https://m.media-amazon.com/images/M/MV5BYzRkYjRmNDYtOGYyYS00ZWJjLWIzMTYtYmIyYTYwN2M1NTM4XkEyXkFqcGdeQXVyNDc5NDc2Nw@@._V1_.jpg,2023,United States,"Tony (Connor Esterson) and Patty (Everly Carganilla) were quite good at playing online games, and they spend most of their time doing that, which is why their parents, Terrence Tango (Zachary Levi) and Nora Torrez (Gina Rodriguez), had some strict rules in place. Terrence has these rules as Terence and Nora are spies and their computers host the top-secret Armageddon code, and they are afraid that someone might use their kids' computers to hack into their network and steal the Armageddon code. Both spies are told by their boss Devlin that unknown assailants are trying to break into OSS servers to get to the Armageddon code.",Netflix,"Action, Adventure, Comedy, Family, Sci-Fi","Connor Esterson, Everly Carganilla, Zachary Levi, Gina Rodriguez, Billy Magnussen, D.J. Cotrona, Joe Schilling, Solar Dena, Nicholas James Otriz",https://imdb-video.media-imdb.com/vi3135555353/1434659607842-pgv4ql-1694112202317.mp4?Expires=1724764237&Signature=XeW00wi2qju0ZllXjemmUSNiJnS1zPx1ios13EYlkPeLSKia~RrRFAkQtm1R2VvRzGzeGg4m5F~TrFYA0TiauQQsA0af9TdrHS3qw1eU~8cHMljZpU3TU7T2LkbPRPnjsUS3V~VgdEc2kicNKXusmRzeVfYf4E5vYmOx7aDB1HnAudMeG3sskIUWKkwtXPiPy6jlgWT~b-WaGFgZp8ltIJcVpWY2h4CBJJTk11NP~HC5sgGZSifKgV0MZY875HROOXhneQVLeYZC3Hy59ty9BsI38KFqQnQRkghJfxvsXwphbejmnXZZn9MEPVcS1y-h0qzUPxrmwRCWpCWWLAwoAQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,,https://youtu.be/TuiRw0v3bAw?si=cbsMjAM9vs090sIv
186,Naila,3A,A Quite Place ,,https://www.imdb.com/title/tt6644200/mediaviewer/rm2582992384/?ref_=tt_ov_i,2018,United States,"In a devastated Earth overrun by myriads of invincible extraterrestrial predators, the Abbotts struggle to survive in the desolate death trap of New York City. In this muffled dystopia, utter silence may offer a chance to stay alive, as even the slightest noise can attract the deadly invaders. However, despite twelve months of relentless terror, the resilient Abbotts remain unbroken, mastering the art of survival. But now, more than ever, they must live by one rule: don't make a sound or suffer the consequences.—Nick Riganas",Netflix,"Drama, Horror, Sci-Fi, Thriller","Emily Blunt, John Krasinski, Millicent Simmons, Noah jupe, Cade Woodward, Leon Russom, Rhoda Pell",,,
187,Naila,3A,A Quite Place Part II,,https://www.imdb.com/title/tt8332922/mediaviewer/rm3613618433/?ref_=tt_ov_i,2020,United States,"Armed with bitter knowledge of the invading creatures' fatal weakness, a grief-stricken Evelyn Abbott suddenly finds herself with two teens, a newborn son, and no place to hide. And now, 474 days after the all-out alien attack in A Quiet Place (2018), the Abbotts must do the impossible. As the resilient survivors embark on a life-threatening quest to find civilisation, Evelyn must expand beyond the boundaries and venture into her backyard's eerily quiet, hostile territory. But hoping for a miracle won't cut it. This time, the enemy is everywhere.",Netflix,"Drama, Horror, Sci-Fi, Thriller","Emily Blunt, Millicent Simmons, Cillian Murphy, John Krasinski, Noah Jupe, Djimon Hounsou, Okieriete, Scoot McNairy, Zachary Golinger",,,
188,Naila,3A,Missing,,https://www.imdb.com/title/tt10855768/mediaviewer/rm276381441/?ref_=tt_ov_i,2023,United States,"When her mother disappears while on vacation in Colombia with her new boyfriend, June's search for answers is hindered by international red tape. However, as she digs deeper, her digital sleuthing soon raises more questions than answers.",Netflix,"Drama, Mystery, Thriller","Tim Griffin, Ava Zaria Lee, Nia Long, Kimberly Cheng, Storm Reid, Ken Leung, Amy Landecker, Megan Suri, Lisa Yamada",,,
189,Naila,3A,Run,,https://www.imdb.com/title/tt8633478/mediaviewer/rm1929891073/?ref_=tt_ov_i,2020,United States,"Chloe, a teenager who is confined to a wheelchair, is homeschooled by her mother, Diane. Chloe soon becomes suspicious of her mother and begins to suspect that she may be harboring a dark secret.",Netflix,"Drama, Horror, Mystery, Thriller","Sarah Paulson, Kiera Allen, Sara Sohn, Pat Healy, Erik Athavale, BJ Harrison, Sharon Bajer, Onalee Ames, Joanne Rodrigo",,,
190,Naila,3A,Christmas Carol,,https://www.imdb.com/title/tt23746764/mediaviewer/rm3947969025/?ref_=tt_ov_i,2022,South Korea,A Christmas Carol' is a story about a twin brother who goes to a juvenile detention center on his own to avenge the death of his twin brother.,,Thriller ,"Park Jin-Young, Kim Young-min, Kim Dong-hwi, Heo Dong-won, Song Geon-hee",,,
191,Adinda,3A,Twilight,-,https://www.imdb.com/title/tt1099212/mediaviewer/rm2266076160/?ref_=ext_shr_lnk,2008,United States,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire.",Netflix,"Dark, Fantasy, Teen Drama, Teen Fantasy, Teen Romance, Drama, Fantasy, Romance","Kristen Stewart, Robert Pattinson, Taylor Lautner, Sarah Clarke, Nikki Reed, Jackson Rathbone, Kellan Lutz, Anna Kendrick, Ashley Greene, Gregory Tyree Boyce",https://www.imdb.com/video/vi861339673/?playlistId=tt1099212&ref_=ext_shr_lnk,"2009 Academy of Science Fiction, Fantasy & Horror Films, USA : Best Fantasy Film
2009 Winner MTV Movie Award: Best Movie
2009 Winner MTV Movie Award: Best Female Performance (Kristen Stewart)
2009 Winner MTV Movie Award: Best Breakthrough Performance Male (Robert Pattinson)
2009 Winner People's Choice Award: Favorite Movie",https://youtu.be/uxjNDE2fMjI?si=gHtuavf6Lpoo2uYH
192,Adinda,3A,The Twilight Saga : New Moon,-,https://www.imdb.com/title/tt1259571/mediaviewer/rm365071872/?ref_=ext_shr_lnk,2009,United States,"After Edward leaves because of an incident involving Bella, Jacob Black becomes her best friend. But what Bella doesn't realize is that Jacob also has a secret that will change their lives suddenly.
",Netflix,"Dark, Fantasy, Teen Drama, Teen Fantasy, Teen Romance, Drama, Fantasy, Romance","Kristen Stewart, Robert Pattinson, Taylor Lautner, Sarah Clarke, Nikki Reed, Jackson Rathbone, Kellan Lutz, Anna Kendrick, Ashley Greene, Gregory Tyree Boyce",https://www.imdb.com/video/vi3868591385/?playlistId=tt1259571&ref_=ext_shr_lnk,"2010 Winner MTV Movie Award: Best Movie
2010 Winner MTV Movie Award: Best Female Performance (Kristen Stewart)
2010 Winner MTV Movie Award: Best Male Performance (Robert Pattinson)
2010 Winner MTV Movie Award: Best Kiss (Kristen Stewart & Robert Pattinson)
2010 Winner Teen Choice Award: Choice Movie Fantasy",https://youtu.be/q58iQSHhZGg?si=30wn0_omCoJbp7zM
193,Adinda,3A,The Twilight Saga : Eclipse,-,https://www.imdb.com/title/tt1325004/mediaviewer/rm2166430209/?ref_=ext_shr_lnk,2010,United States,"As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",Netflix,"Dark, Fantasy, Teen Drama, Teen Fantasy, Teen Romance, Drama, Fantasy, Romance","Kristen Stewart, Robert Pattinson, Taylor Lautner, Sarah Clarke, Nikki Reed, Jackson Rathbone, Kellan Lutz, Anna Kendrick, Ashley Greene, Gregory Tyree Boyce",https://www.imdb.com/video/vi2562262553/?playlistId=tt1325004&ref_=ext_shr_lnk,"2011 Winner MTV Movie Award: Best Movie
2011 Winner MTV Movie Award: Best Female Performance (Kristen Stewart)
2011 Winner MTV Movie Award: Best Male Performance (Robert Pattinson)
2011 Winner MTV Movie Award: Best Kiss (Kristen Stewart & Robert Pattinson)
2011 Winner Teen Choice Award: Choice Movie Fantasy",https://youtu.be/S2HIda5wSVU?si=m2pSeToxE55gSMqo
194,Adinda,3A,The Twilight Saga : Breaking Dawn - Part 1,-,https://www.imdb.com/title/tt1324999/mediaviewer/rm582373889/?ref_=ext_shr_lnk,2011,United States,"The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.",Netflix,"Dark, Fantasy, Teen Drama, Teen Fantasy, Teen Romance, Drama, Fantasy, Romance","Kristen Stewart, Robert Pattinson, Taylor Lautner, Sarah Clarke, Nikki Reed, Jackson Rathbone, Kellan Lutz, Anna Kendrick, Ashley Greene, Gregory Tyree Boyce",https://www.imdb.com/video/vi2052299801/?playlistId=tt1324999&ref_=ext_shr_lnk,"2012 Winner MTV Movie Award: Best Kiss (Kristen Stewart & Robert Pattinson)
2012 Winner Teen Choice Award: Choice Movie Romance
2012 Winner Teen Choice Award: Choice Movie Actor Romance (Robert Pattinson)
2012 Winner Teen Choice Award: Choice Movie Actress Romance (Kristen Stewart)
2012 Winner Teen Choice Award: Choice Movie Liplock (Kristen Stewart & Robert Pattinson)",https://youtu.be/PQNLfo-SOR4?si=fnOflQyp2KHuqu0F
195,Adinda,3A,The Twilight Saga : Breaking Dawn - Part 2,-,https://www.imdb.com/title/tt1673434/mediaviewer/rm2619415041/?ref_=ext_shr_lnk,2012,United States,"After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",Netflix,"Dark, Fantasy, Teen Drama, Teen Fantasy, Teen Romance, Drama, Fantasy, Romance","Kristen Stewart, Robert Pattinson, Taylor Lautner, Sarah Clarke, Nikki Reed, Jackson Rathbone, Kellan Lutz, Anna Kendrick, Ashley Greene, Gregory Tyree Boyce",https://www.imdb.com/video/vi3050349593/?playlistId=tt1673434&ref_=ext_shr_lnk,"2013 Winner MTV Movie Award: Best On-Screen Duo (Kristen Stewart & Robert Pattinson)
2013 Winner MTV Movie Award: Best Shirtless Performance (Taylor Lautner)
2013 Winner Teen Choice Award: Choice Movie Romance
2013 Winner Teen Choice Award: Choice Movie Actor Romance (Robert Pattinson)
2013 Winner Teen Choice Award: Choice Movie Actress Romance (Kristen Stewart)",https://youtu.be/5gRpIQfvNLA?si=WzlHOUNxqJrobFcp
